#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN 2,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN 3,1PP_MV,VOTOS,PCN 4,DIF_2DO,PCN 5,2PP_MV,VOTOS 2,PCN 6,DIF_3RO,PCN 7,3PP_MV,VOTOS 3,PCN 8,PAN,PCN 9,PRI,PCN 10,PRD,PCN 11,MC,PCN 12,PVEM,PCN 13,MORENA,PCN 14,PT,PCN 15,QI,PCN 16,PES,PCN 17,RSP,PCN 18,FxM,PCN 19,PAN_QI,PCN 20,CNR,PCN 21,NULOS,PCN 22,TOT_VOTOS,VALIDACION
504,22,QUERÉTARO,14,QUERETARO,,5,513,7.883,3.253,"0,41","0,59",PAN,1.583,"0,49",598,"0,18",MORENA,985,"0,30",682,"0,21",PRI,303,"0,09",PAN,1.583,"0,49",598,"0,18",MORENA,985,"0,30",682,"0,21",PRI,303,"0,09",1.583,"0,49",303,"0,09",32,"0,01",78,"0,02",77,"0,02",985,"0,30",15,"0,00",18,"0,01",9,"0,00",32,"0,01",18,"0,01",22,0,3,"0,00",78,"0,02",3.253,"100,00%"
505,22,QUERÉTARO,14,QUERETARO,,5,514,4.816,2.249,"0,47","0,53",PAN,1.051,"0,47",400,"0,18",MORENA,651,"0,29",466,"0,21",PRI,185,"0,08",PAN,1.051,"0,47",400,"0,18",MORENA,651,"0,29",466,"0,21",PRI,185,"0,08",1.051,"0,47",185,"0,08",16,"0,01",48,"0,02",29,"0,01",651,"0,29",20,"0,01",11,"0,00",8,"0,00",17,"0,01",12,"0,01",150,0,6,"0,00",45,"0,02",2.249,"100,00%"
506,22,QUERÉTARO,14,QUERETARO,,5,515,3.795,2.096,"0,55","0,45",PAN,1.268,"0,60",769,"0,37",MORENA,499,"0,24",343,"0,16",PRI,156,"0,07",PAN,1.268,"0,60",769,"0,37",MORENA,499,"0,24",343,"0,16",PRI,156,"0,07",1.268,"0,60",156,"0,07",20,"0,01",39,"0,02",25,"0,01",499,"0,24",18,"0,01",11,"0,01",4,"0,00",10,"0,00",10,"0,00",9,0,0,"0,00",27,"0,01",2.096,"100,00%"
507,22,QUERÉTARO,14,QUERETARO,,13,516,2.152,554,"0,26","0,74",PRI,223,"0,40",54,"0,10",PAN,169,"0,31",62,"0,11",MORENA,107,"0,19",PRI,223,"0,40",54,"0,10",PAN,169,"0,31",62,"0,11",MORENA,107,"0,19",169,"0,31",223,"0,40",5,"0,01",7,"0,01",7,"0,01",107,"0,19",1,"0,00",1,"0,00",8,"0,01",3,"0,01",1,"0,00",0,0,0,"0,00",22,"0,04",554,"100,00%"
508,22,QUERÉTARO,14,QUERETARO,,13,518,3.398,1.298,"0,38","0,62",PAN,480,"0,37",123,"0,09",MORENA,357,"0,28",46,"0,04",PRI,311,"0,24",PAN,480,"0,37",123,"0,09",MORENA,357,"0,28",46,"0,04",PRI,311,"0,24",480,"0,37",311,"0,24",4,"0,00",20,"0,02",20,"0,02",357,"0,28",4,"0,00",7,"0,01",27,"0,02",10,"0,01",15,"0,01",1,0,0,"0,00",42,"0,03",1.298,"100,00%"
509,22,QUERÉTARO,14,QUERETARO,,13,519,2.646,842,"0,32","0,68",PAN,317,"0,38",77,"0,09",PRI,240,"0,29",87,"0,10",MORENA,153,"0,18",PAN,317,"0,38",77,"0,09",PRI,240,"0,29",87,"0,10",MORENA,153,"0,18",317,"0,38",240,"0,29",8,"0,01",12,"0,01",37,"0,04",153,"0,18",5,"0,01",4,"0,00",5,"0,01",5,"0,01",6,"0,01",8,0,0,"0,00",42,"0,05",842,"100,00%"
510,22,QUERÉTARO,14,QUERETARO,,13,520,1.584,690,"0,44","0,56",PAN,262,"0,38",102,"0,15",MORENA,160,"0,23",7,"0,01",PRI,153,"0,22",PAN,262,"0,38",102,"0,15",MORENA,160,"0,23",7,"0,01",PRI,153,"0,22",262,"0,38",153,"0,22",11,"0,02",21,"0,03",18,"0,03",160,"0,23",5,"0,01",1,"0,00",11,"0,02",11,"0,02",8,"0,01",2,0,0,"0,00",27,"0,04",690,"100,00%"
511,22,QUERÉTARO,14,QUERETARO,,13,521,1.198,474,"0,40","0,60",PAN,206,"0,43",46,"0,10",PRI,160,"0,34",91,"0,19",MORENA,69,"0,15",PAN,206,"0,43",46,"0,10",PRI,160,"0,34",91,"0,19",MORENA,69,"0,15",206,"0,43",160,"0,34",1,"0,00",8,"0,02",8,"0,02",69,"0,15",2,"0,00",1,"0,00",0,"0,00",0,"0,00",4,"0,01",2,0,0,"0,00",13,"0,03",474,"100,00%"
512,22,QUERÉTARO,14,QUERETARO,,13,522,3.817,1.743,"0,46","0,54",MORENA,637,"0,37",82,"0,05",PAN,555,"0,32",206,"0,12",PRI,349,"0,20",MORENA,637,"0,37",82,"0,05",PAN,555,"0,32",206,"0,12",PRI,349,"0,20",555,"0,32",349,"0,20",10,"0,01",33,"0,02",35,"0,02",637,"0,37",18,"0,01",7,"0,00",22,"0,01",14,"0,01",8,"0,00",6,0,3,"0,00",46,"0,03",1.743,"100,00%"
513,22,QUERÉTARO,14,QUERETARO,,13,523,1.588,712,"0,45","0,55",PAN,252,"0,35",74,"0,10",PRI,178,"0,25",1,"0,00",MORENA,177,"0,25",PAN,252,"0,35",74,"0,10",PRI,178,"0,25",1,"0,00",MORENA,177,"0,25",252,"0,35",178,"0,25",6,"0,01",8,"0,01",12,"0,02",177,"0,25",1,"0,00",10,"0,01",7,"0,01",6,"0,01",15,"0,02",2,0,0,"0,00",38,"0,05",712,"100,00%"
514,22,QUERÉTARO,14,QUERETARO,,13,524,2.270,985,"0,43","0,57",PAN,361,"0,37",110,"0,11",MORENA,251,"0,25",106,"0,11",PRI,145,"0,15",PAN,361,"0,37",110,"0,11",MORENA,251,"0,25",106,"0,11",PRI,145,"0,15",361,"0,37",145,"0,15",7,"0,01",14,"0,01",23,"0,02",251,"0,25",5,"0,01",10,"0,01",9,"0,01",12,"0,01",37,"0,04",64,0,0,"0,00",47,"0,05",985,"100,00%"
515,22,QUERÉTARO,14,QUERETARO,,13,525,2.199,987,"0,45","0,55",MORENA,432,"0,44",105,"0,11",PAN,327,"0,33",223,"0,23",PRI,104,"0,11",MORENA,432,"0,44",105,"0,11",PAN,327,"0,33",223,"0,23",PRI,104,"0,11",327,"0,33",104,"0,11",6,"0,01",10,"0,01",24,"0,02",432,"0,44",8,"0,01",14,"0,01",6,"0,01",23,"0,02",4,"0,00",3,0,1,"0,00",25,"0,03",987,"100,00%"
516,22,QUERÉTARO,14,QUERETARO,,13,526,2.163,839,"0,39","0,61",MORENA,310,"0,37",39,"0,05",PAN,271,"0,32",122,"0,15",PRI,149,"0,18",MORENA,310,"0,37",39,"0,05",PAN,271,"0,32",122,"0,15",PRI,149,"0,18",271,"0,32",149,"0,18",2,"0,00",20,"0,02",17,"0,02",310,"0,37",6,"0,01",2,"0,00",12,"0,01",19,"0,02",7,"0,01",2,0,0,"0,00",22,"0,03",839,"100,00%"
517,22,QUERÉTARO,14,QUERETARO,,13,527,5.285,1.830,"0,35","0,65",PAN,928,"0,51",536,"0,29",PRI,392,"0,21",138,"0,08",MORENA,254,"0,14",PAN,928,"0,51",536,"0,29",PRI,392,"0,21",138,"0,08",MORENA,254,"0,14",928,"0,51",392,"0,21",9,"0,00",23,"0,01",43,"0,02",254,"0,14",9,"0,00",14,"0,01",21,"0,01",11,"0,01",48,"0,03",4,0,0,"0,00",74,"0,04",1.830,"100,00%"
518,22,QUERÉTARO,14,QUERETARO,,13,528,1.686,790,"0,47","0,53",PAN,366,"0,46",112,"0,14",MORENA,254,"0,32",151,"0,19",PRI,103,"0,13",PAN,366,"0,46",112,"0,14",MORENA,254,"0,32",151,"0,19",PRI,103,"0,13",366,"0,46",103,"0,13",7,"0,01",8,"0,01",4,"0,01",254,"0,32",6,"0,01",6,"0,01",6,"0,01",5,"0,01",6,"0,01",0,0,0,"0,00",19,"0,02",790,"100,00%"
519,22,QUERÉTARO,14,QUERETARO,,13,529,9.063,3.147,"0,35","0,65",PAN,1.049,"0,33",39,"0,01",MORENA,1.010,"0,32",409,"0,13",PRI,601,"0,19",PAN,1.049,"0,33",39,"0,01",MORENA,1.010,"0,32",409,"0,13",PRI,601,"0,19",1.049,"0,33",601,"0,19",26,"0,01",69,"0,02",96,"0,03",1.010,"0,32",21,"0,01",21,"0,01",17,"0,01",24,"0,01",26,"0,01",99,0,1,"0,00",87,"0,03",3.147,"100,00%"
520,22,QUERÉTARO,14,QUERETARO,,13,530,1.484,524,"0,35","0,65",PAN,332,"0,63",276,"0,53",PRI,56,"0,11",4,"0,01",MORENA,52,"0,10",PAN,332,"0,63",276,"0,53",PRI,56,"0,11",4,"0,01",MORENA,52,"0,10",332,"0,63",56,"0,11",3,"0,01",1,"0,00",15,"0,03",52,"0,10",2,"0,00",3,"0,01",2,"0,00",11,"0,02",4,"0,01",2,0,7,"0,01",34,"0,06",524,"100,00%"
521,22,QUERÉTARO,14,QUERETARO,,13,531,2.604,1.000,"0,38","0,62",PAN,418,"0,42",79,"0,08",MORENA,339,"0,34",220,"0,22",PRI,119,"0,12",PAN,418,"0,42",79,"0,08",MORENA,339,"0,34",220,"0,22",PRI,119,"0,12",418,"0,42",119,"0,12",4,"0,00",15,"0,02",24,"0,02",339,"0,34",6,"0,01",5,"0,01",7,"0,01",23,"0,02",9,"0,01",3,0,0,"0,00",28,"0,03",1.000,"100,00%"
522,22,QUERÉTARO,14,QUERETARO,,13,532,2.115,799,"0,38","0,62",PAN,350,"0,44",89,"0,11",MORENA,261,"0,33",167,"0,21",PRI,94,"0,12",PAN,350,"0,44",89,"0,11",MORENA,261,"0,33",167,"0,21",PRI,94,"0,12",350,"0,44",94,"0,12",9,"0,01",14,"0,02",23,"0,03",261,"0,33",1,"0,00",5,"0,01",4,"0,01",16,"0,02",8,"0,01",0,0,0,"0,00",14,"0,02",799,"100,00%"
523,22,QUERÉTARO,14,QUERETARO,,13,533,1.907,760,"0,40","0,60",MORENA,270,"0,36",19,"0,03",PAN,251,"0,33",116,"0,15",PRI,135,"0,18",MORENA,270,"0,36",19,"0,03",PAN,251,"0,33",116,"0,15",PRI,135,"0,18",251,"0,33",135,"0,18",5,"0,01",14,"0,02",15,"0,02",270,"0,36",10,"0,01",6,"0,01",7,"0,01",6,"0,01",12,"0,02",3,0,0,"0,00",26,"0,03",760,"100,00%"
524,22,QUERÉTARO,14,QUERETARO,,13,534,1.840,875,"0,48","0,52",PAN,408,"0,47",127,"0,15",MORENA,281,"0,32",195,"0,22",PRI,86,"0,10",PAN,408,"0,47",127,"0,15",MORENA,281,"0,32",195,"0,22",PRI,86,"0,10",408,"0,47",86,"0,10",4,"0,00",24,"0,03",19,"0,02",281,"0,32",2,"0,00",6,"0,01",8,"0,01",7,"0,01",9,"0,01",3,0,1,"0,00",17,"0,02",875,"100,00%"
525,22,QUERÉTARO,14,QUERETARO,,13,535,1.033,488,"0,47","0,53",PAN,199,"0,41",39,"0,08",MORENA,160,"0,33",86,"0,18",PRI,74,"0,15",PAN,199,"0,41",39,"0,08",MORENA,160,"0,33",86,"0,18",PRI,74,"0,15",199,"0,41",74,"0,15",4,"0,01",11,"0,02",10,"0,02",160,"0,33",1,"0,00",4,"0,01",0,"0,00",3,"0,01",4,"0,01",5,0,0,"0,00",13,"0,03",488,"100,00%"
526,22,QUERÉTARO,14,QUERETARO,,13,536,2.824,1.034,"0,37","0,63",MORENA,390,"0,38",61,"0,06",PAN,329,"0,32",149,"0,14",PRI,180,"0,17",MORENA,390,"0,38",61,"0,06",PAN,329,"0,32",149,"0,14",PRI,180,"0,17",329,"0,32",180,"0,17",11,"0,01",11,"0,01",28,"0,03",390,"0,38",7,"0,01",9,"0,01",10,"0,01",7,"0,01",11,"0,01",4,0,2,"0,00",35,"0,03",1.034,"100,00%"
527,22,QUERÉTARO,14,QUERETARO,,13,537,2.516,894,"0,36","0,64",MORENA,315,"0,35",30,"0,03",PAN,285,"0,32",134,"0,15",PRI,151,"0,17",MORENA,315,"0,35",30,"0,03",PAN,285,"0,32",134,"0,15",PRI,151,"0,17",285,"0,32",151,"0,17",8,"0,01",16,"0,02",24,"0,03",315,"0,35",4,"0,00",10,"0,01",4,"0,00",22,"0,02",16,"0,02",10,0,1,"0,00",28,"0,03",894,"100,00%"
528,22,QUERÉTARO,14,QUERETARO,,13,538,1.938,1.343,"0,69","0,31",PAN,704,"0,52",403,"0,30",MORENA,301,"0,22",142,"0,11",PRI,159,"0,12",PAN,704,"0,52",403,"0,30",MORENA,301,"0,22",142,"0,11",PRI,159,"0,12",704,"0,52",159,"0,12",9,"0,01",22,"0,02",22,"0,02",301,"0,22",7,"0,01",36,"0,03",2,"0,00",18,"0,01",13,"0,01",16,0,1,"0,00",33,"0,02",1.343,"100,00%"
529,22,QUERÉTARO,14,QUERETARO,,13,539,4.473,1.252,"0,28","0,72",PAN,715,"0,57",518,"0,41",MORENA,197,"0,16",26,"0,02",PRI,171,"0,14",PAN,715,"0,57",518,"0,41",MORENA,197,"0,16",26,"0,02",PRI,171,"0,14",715,"0,57",171,"0,14",19,"0,02",24,"0,02",38,"0,03",197,"0,16",2,"0,00",7,"0,01",8,"0,01",20,"0,02",4,"0,00",4,0,4,"0,00",39,"0,03",1.252,"100,00%"
530,22,QUERÉTARO,14,QUERETARO,,13,540,2.818,1.202,"0,43","0,57",PAN,714,"0,59",526,"0,44",PRI,188,"0,16",20,"0,02",MORENA,168,"0,14",PAN,714,"0,59",526,"0,44",PRI,188,"0,16",20,"0,02",MORENA,168,"0,14",714,"0,59",188,"0,16",4,"0,00",11,"0,01",12,"0,01",168,"0,14",2,"0,00",5,"0,00",8,"0,01",17,"0,01",14,"0,01",19,0,0,"0,00",40,"0,03",1.202,"100,00%"
531,22,QUERÉTARO,14,QUERETARO,,13,542,1.908,930,"0,49","0,51",PAN,420,"0,45",67,"0,07",MORENA,353,"0,38",278,"0,30",PRI,75,"0,08",PAN,420,"0,45",67,"0,07",MORENA,353,"0,38",278,"0,30",PRI,75,"0,08",420,"0,45",75,"0,08",4,"0,00",13,"0,01",22,"0,02",353,"0,38",5,"0,01",2,"0,00",5,"0,01",4,"0,00",5,"0,01",1,0,1,"0,00",20,"0,02",930,"100,00%"
532,22,QUERÉTARO,14,QUERETARO,,13,543,1.697,626,"0,37","0,63",PAN,266,"0,42",24,"0,04",PRI,242,"0,39",200,"0,32",MORENA,42,"0,07",PAN,266,"0,42",24,"0,04",PRI,242,"0,39",200,"0,32",MORENA,42,"0,07",266,"0,42",242,"0,39",5,"0,01",4,"0,01",17,"0,03",42,"0,07",8,"0,01",4,"0,01",3,"0,00",5,"0,01",0,"0,00",2,0,0,"0,00",28,"0,04",626,"100,00%"
533,22,QUERÉTARO,14,QUERETARO,,13,544,2.318,1.063,"0,46","0,54",MORENA,380,"0,36",73,"0,07",PAN,307,"0,29",63,"0,06",PRI,244,"0,23",MORENA,380,"0,36",73,"0,07",PAN,307,"0,29",63,"0,06",PRI,244,"0,23",307,"0,29",244,"0,23",9,"0,01",13,"0,01",25,"0,02",380,"0,36",7,"0,01",9,"0,01",8,"0,01",32,"0,03",4,"0,00",4,0,0,"0,00",21,"0,02",1.063,"100,00%"
534,22,QUERÉTARO,14,QUERETARO,,13,545,7.657,2.089,"0,27","0,73",MORENA,806,"0,39",14,"0,01",PAN,792,"0,38",507,"0,24",PRI,285,"0,14",MORENA,806,"0,39",14,"0,01",PAN,792,"0,38",507,"0,24",PRI,285,"0,14",792,"0,38",285,"0,14",12,"0,01",40,"0,02",41,"0,02",806,"0,39",4,"0,00",22,"0,01",12,"0,01",17,"0,01",12,"0,01",10,0,2,"0,00",34,"0,02",2.089,"100,00%"
535,22,QUERÉTARO,14,QUERETARO,,13,546,2.729,1.163,"0,43","0,57",PAN,419,"0,36",32,"0,03",MORENA,387,"0,33",160,"0,14",PRI,227,"0,20",PAN,419,"0,36",32,"0,03",MORENA,387,"0,33",160,"0,14",PRI,227,"0,20",419,"0,36",227,"0,20",9,"0,01",17,"0,01",39,"0,03",387,"0,33",1,"0,00",7,"0,01",5,"0,00",9,"0,01",5,"0,00",7,0,1,"0,00",30,"0,03",1.163,"100,00%"
536,22,QUERÉTARO,14,QUERETARO,,13,547,2.479,962,"0,39","0,61",PAN,366,"0,38",88,"0,09",MORENA,278,"0,29",57,"0,06",PRI,221,"0,23",PAN,366,"0,38",88,"0,09",MORENA,278,"0,29",57,"0,06",PRI,221,"0,23",366,"0,38",221,"0,23",4,"0,00",17,"0,02",28,"0,03",278,"0,29",5,"0,01",5,"0,01",7,"0,01",10,"0,01",7,"0,01",1,0,0,"0,00",13,"0,01",962,"100,00%"
537,22,QUERÉTARO,14,QUERETARO,,13,548,3.576,2.647,"0,74","0,26",PAN,1.323,"0,50",804,"0,30",MORENA,519,"0,20",36,"0,01",PAN_QI,483,"0,18",PAN,1.323,"0,50",804,"0,30",MORENA,519,"0,20",36,"0,01",PAN_QI,483,"0,18",1.323,"0,50",148,"0,06",13,"0,00",26,"0,01",43,"0,02",519,"0,20",3,"0,00",26,"0,01",11,"0,00",10,"0,00",5,"0,00",483,0,0,"0,00",37,"0,01",2.647,"100,00%"
538,22,QUERÉTARO,14,QUERETARO,,13,549,4.725,1.825,"0,39","0,61",PAN,674,"0,37",54,"0,03",MORENA,620,"0,34",254,"0,14",PRI,366,"0,20",PAN,674,"0,37",54,"0,03",MORENA,620,"0,34",254,"0,14",PRI,366,"0,20",674,"0,37",366,"0,20",18,"0,01",31,"0,02",32,"0,02",620,"0,34",6,"0,00",5,"0,00",11,"0,01",11,"0,01",13,"0,01",7,0,1,"0,00",30,"0,02",1.825,"100,00%"
539,22,QUERÉTARO,14,QUERETARO,,4,550,6.732,4.364,"0,65","0,35",PAN,3.386,"0,78",2.819,"0,65",MORENA,567,"0,13",334,"0,08",PRI,233,"0,05",PAN,3.386,"0,78",2.819,"0,65",MORENA,567,"0,13",334,"0,08",PRI,233,"0,05",3.386,"0,78",233,"0,05",7,"0,00",46,"0,01",36,"0,01",567,"0,13",12,"0,00",13,"0,00",5,"0,00",8,"0,00",6,"0,00",7,0,2,"0,00",36,"0,01",4.364,"100,00%"
540,22,QUERÉTARO,14,QUERETARO,,2,552,6.253,2.467,"0,39","0,61",PAN,1.081,"0,44",210,"0,09",MORENA,871,"0,35",592,"0,24",PRI,279,"0,11",PAN,1.081,"0,44",210,"0,09",MORENA,871,"0,35",592,"0,24",PRI,279,"0,11",1.081,"0,44",279,"0,11",10,"0,00",36,"0,01",51,"0,02",871,"0,35",8,"0,00",11,"0,00",15,"0,01",27,"0,01",10,"0,00",10,0,2,"0,00",56,"0,02",2.467,"100,00%"
541,22,QUERÉTARO,14,QUERETARO,,2,553,16.458,7.904,"0,48","0,52",PAN,4.553,"0,58",2.727,"0,35",MORENA,1.826,"0,23",1.177,"0,15",PRI,649,"0,08",PAN,4.553,"0,58",2.727,"0,35",MORENA,1.826,"0,23",1.177,"0,15",PRI,649,"0,08",4.553,"0,58",649,"0,08",44,"0,01",133,"0,02",119,"0,02",1.826,"0,23",19,"0,00",44,"0,01",31,"0,00",48,"0,01",30,"0,00",299,0,10,"0,00",99,"0,01",7.904,"100,00%"
542,22,QUERÉTARO,14,QUERETARO,,5,554,564,212,"0,38","0,62",PAN,104,"0,49",36,"0,17",MORENA,68,"0,32",52,"0,25",PRI,16,"0,08",PAN,104,"0,49",36,"0,17",MORENA,68,"0,32",52,"0,25",PRI,16,"0,08",104,"0,49",16,"0,08",1,"0,00",5,"0,02",8,"0,04",68,"0,32",1,"0,00",0,"0,00",2,"0,01",1,"0,00",1,"0,00",1,0,0,"0,00",4,"0,02",212,"100,00%"
543,22,QUERÉTARO,10,EL MARQUES,,12,555,1.353,780,"0,58","0,42",PAN,423,"0,54",252,"0,32",MORENA,171,"0,22",75,"0,10",PRI,96,"0,12",PAN,423,"0,54",252,"0,32",MORENA,171,"0,22",75,"0,10",PRI,96,"0,12",423,"0,54",96,"0,12",11,"0,01",9,"0,01",19,"0,02",171,"0,22",6,"0,01",3,"0,00",3,"0,00",3,"0,00",16,"0,02",0,0,0,"0,00",20,"0,03",780,"100,00%"
544,22,QUERÉTARO,15,SAN JOAQUIN,,15,556,1.058,706,"0,67","0,33",PAN,384,"0,54",247,"0,35",MORENA,137,"0,19",43,"0,06",PVEM,94,"0,13",PAN,384,"0,54",247,"0,35",MORENA,137,"0,19",43,"0,06",PVEM,94,"0,13",384,"0,54",31,"0,04",4,"0,01",13,"0,02",94,"0,13",137,"0,19",0,"0,00",10,"0,01",0,"0,00",6,"0,01",4,"0,01",1,0,0,"0,00",22,"0,03",706,"100,00%"
545,22,QUERÉTARO,15,SAN JOAQUIN,,15,557,2.701,1.711,"0,63","0,37",PAN,874,"0,51",542,"0,32",MORENA,332,"0,19",64,"0,04",PVEM,268,"0,16",PAN,874,"0,51",542,"0,32",MORENA,332,"0,19",64,"0,04",PVEM,268,"0,16",874,"0,51",89,"0,05",1,"0,00",15,"0,01",268,"0,16",332,"0,19",3,"0,00",21,"0,01",4,"0,00",5,"0,00",10,"0,01",6,0,0,"0,00",83,"0,05",1.711,"100,00%"
546,22,QUERÉTARO,15,SAN JOAQUIN,,15,558,1.407,716,"0,51","0,49",PAN,398,"0,56",217,"0,30",PVEM,181,"0,25",129,"0,18",NULOS,52,"0,07",PAN,398,"0,56",217,"0,30",PVEM,181,"0,25",129,"0,18",NULOS,52,"0,07",398,"0,56",17,"0,02",0,"0,00",3,"0,00",181,"0,25",43,"0,06",0,"0,00",7,"0,01",4,"0,01",6,"0,01",1,"0,00",4,0,0,"0,00",52,"0,07",716,"100,00%"
547,22,QUERÉTARO,15,SAN JOAQUIN,,15,559,400,237,"0,59","0,41",PAN,96,"0,41",9,"0,04",PVEM,87,"0,37",69,"0,29",MORENA,18,"0,08",PAN,96,"0,41",9,"0,04",PVEM,87,"0,37",69,"0,29",MORENA,18,"0,08",96,"0,41",13,"0,05",0,"0,00",1,"0,00",87,"0,37",18,"0,08",1,"0,00",3,"0,01",1,"0,00",2,"0,01",3,"0,01",1,0,0,"0,00",11,"0,05",237,"100,00%"
548,22,QUERÉTARO,15,SAN JOAQUIN,,15,560,986,547,"0,55","0,45",PAN,274,"0,50",163,"0,30",PVEM,111,"0,20",20,"0,04",MORENA,91,"0,17",PAN,274,"0,50",163,"0,30",PVEM,111,"0,20",20,"0,04",MORENA,91,"0,17",274,"0,50",36,"0,07",3,"0,01",3,"0,01",111,"0,20",91,"0,17",0,"0,00",6,"0,01",1,"0,00",3,"0,01",1,"0,00",2,0,0,"0,00",16,"0,03",547,"100,00%"
549,22,QUERÉTARO,15,SAN JOAQUIN,,15,561,272,163,"0,60","0,40",PAN,72,"0,44",36,"0,22",MORENA,36,"0,22",14,"0,09",PVEM,22,"0,13",PAN,72,"0,44",36,"0,22",MORENA,36,"0,22",14,"0,09",PVEM,22,"0,13",72,"0,44",15,"0,09",2,"0,01",2,"0,01",22,"0,13",36,"0,22",0,"0,00",0,"0,00",0,"0,00",2,"0,01",0,"0,00",0,0,0,"0,00",12,"0,07",163,"100,00%"
550,22,QUERÉTARO,15,SAN JOAQUIN,,15,562,270,199,"0,74","0,26",PAN,126,"0,63",90,"0,45",PVEM,36,"0,18",19,"0,10",MORENA,17,"0,09",PAN,126,"0,63",90,"0,45",PVEM,36,"0,18",19,"0,10",MORENA,17,"0,09",126,"0,63",6,"0,03",0,"0,00",3,"0,02",36,"0,18",17,"0,09",0,"0,00",2,"0,01",1,"0,01",0,"0,00",1,"0,01",3,0,0,"0,00",4,"0,02",199,"100,00%"
551,22,QUERÉTARO,16,SAN JUAN DEL RIO,,10,563,1.903,868,"0,46","0,54",MORENA,381,"0,44",116,"0,13",PAN,265,"0,31",146,"0,17",PRI,119,"0,14",MORENA,381,"0,44",116,"0,13",PAN,265,"0,31",146,"0,17",PRI,119,"0,14",265,"0,31",119,"0,14",7,"0,01",20,"0,02",19,"0,02",381,"0,44",6,"0,01",5,"0,01",6,"0,01",12,"0,01",6,"0,01",2,0,0,"0,00",20,"0,02",868,"100,00%"
552,22,QUERÉTARO,16,SAN JUAN DEL RIO,,10,564,3.144,1.303,"0,41","0,59",MORENA,515,"0,40",6,"0,00",PAN,509,"0,39",374,"0,29",PRI,135,"0,10",MORENA,515,"0,40",6,"0,00",PAN,509,"0,39",374,"0,29",PRI,135,"0,10",509,"0,39",135,"0,10",7,"0,01",29,"0,02",33,"0,03",515,"0,40",4,"0,00",6,"0,00",17,"0,01",15,"0,01",11,"0,01",1,0,0,"0,00",21,"0,02",1.303,"100,00%"
553,22,QUERÉTARO,16,SAN JUAN DEL RIO,,10,565,10.271,4.140,"0,40","0,60",PAN,2.088,"0,50",819,"0,20",MORENA,1.269,"0,31",906,"0,22",PRI,363,"0,09",PAN,2.088,"0,50",819,"0,20",MORENA,1.269,"0,31",906,"0,22",PRI,363,"0,09",2.088,"0,50",363,"0,09",20,"0,00",98,"0,02",67,"0,02",1.269,"0,31",19,"0,00",31,"0,01",33,"0,01",23,"0,01",48,"0,01",8,0,1,"0,00",72,"0,02",4.140,"100,00%"
554,22,QUERÉTARO,16,SAN JUAN DEL RIO,,9,567,2.084,1.722,"0,83","0,17",PAN,983,"0,57",563,"0,33",MORENA,420,"0,24",277,"0,16",PRI,143,"0,08",PAN,983,"0,57",563,"0,33",MORENA,420,"0,24",277,"0,16",PRI,143,"0,08",983,"0,57",143,"0,08",6,"0,00",23,"0,01",27,"0,02",420,"0,24",8,"0,00",31,"0,02",10,"0,01",8,"0,00",14,"0,01",9,0,4,"0,00",36,"0,02",1.722,"100,00%"
555,22,QUERÉTARO,16,SAN JUAN DEL RIO,,8,568,2.411,1.272,"0,53","0,47",PAN,610,"0,48",190,"0,15",MORENA,420,"0,33",329,"0,26",PRI,91,"0,07",PAN,610,"0,48",190,"0,15",MORENA,420,"0,33",329,"0,26",PRI,91,"0,07",610,"0,48",91,"0,07",6,"0,00",45,"0,04",26,"0,02",420,"0,33",5,"0,00",6,"0,00",9,"0,01",11,"0,01",9,"0,01",4,0,2,"0,00",28,"0,02",1.272,"100,00%"
556,22,QUERÉTARO,16,SAN JUAN DEL RIO,,8,569,987,573,"0,58","0,42",PAN,272,"0,47",85,"0,15",MORENA,187,"0,33",155,"0,27",PRI,32,"0,06",PAN,272,"0,47",85,"0,15",MORENA,187,"0,33",155,"0,27",PRI,32,"0,06",272,"0,47",32,"0,06",6,"0,01",14,"0,02",8,"0,01",187,"0,33",4,"0,01",8,"0,01",3,"0,01",10,"0,02",5,"0,01",4,0,2,"0,00",18,"0,03",573,"100,00%"
557,22,QUERÉTARO,16,SAN JUAN DEL RIO,,8,570,2.210,1.155,"0,52","0,48",PAN,665,"0,58",368,"0,32",MORENA,297,"0,26",205,"0,18",PRI,92,"0,08",PAN,665,"0,58",368,"0,32",MORENA,297,"0,26",205,"0,18",PRI,92,"0,08",665,"0,58",92,"0,08",5,"0,00",20,"0,02",21,"0,02",297,"0,26",3,"0,00",5,"0,00",7,"0,01",10,"0,01",12,"0,01",1,0,0,"0,00",17,"0,01",1.155,"100,00%"
